webURL,,,,postalCode,cityName,neighborhood
http://www.yelp.com/biz/machine-house-brewery-seattle,,,,98108,Seattle,Georgetown
http://www.yelp.com/biz/two-beers-brewing-seattle,,,,98134,Seattle,Industrial District
http://www.yelp.com/biz/elliott-bay-public-house-and-brewery-seattle,,,,98125,Seattle,Olympic Hills
http://www.yelp.com/biz/bent-burgers-seattle,,,,98118,Seattle,Seward Park
http://www.yelp.com/biz/zesto-fast-food-seattle,,,,98118,Seattle,Brighton
http://www.yelp.com/biz/little-coney-seattle,,,,98117,Seattle,"Sunset Hill, Ballard"
http://www.yelp.com/biz/dicks-drive-in-seattle,,,,98117,Seattle,Crown Hill
http://www.yelp.com/biz/five-guys-burgers-and-fries-seattle,,,,98125,Seattle,Mapleleaf
http://www.yelp.com/biz/caddy-shack-coffee-seattle,,,,98115,Seattle,Sand Point
http://www.yelp.com/biz/queen-bee-cafe-seattle,,,,98112,Seattle,"Central District, Capitol Hill"
http://www.yelp.com/biz/tallulahs-seattle,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/kiss-cafe-ballard,,,,98107,Ballard,Ballard
http://www.yelp.com/biz/botticelli-cafe-seattle,,,,98101,Seattle,Downtown
http://www.yelp.com/biz/metropolis-seattle,,,,98103,Seattle,Phinney Ridge
http://www.yelp.com/biz/columbia-city-bouquet-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/island-soul-caribbean-cuisine-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/seasoned-in-seattle-catering-seattle,,,,98118,Seattle,Beacon Hill
http://www.yelp.com/biz/black-pearl-ii-shoreline,,,,98155,Shoreline,
http://www.yelp.com/biz/chopstix-chinese-restaurant-seattle,,,,98136,Seattle,Seaview
http://www.yelp.com/biz/khans-mongolian-grill-tukwila-4,,,,98188,Tukwila,
http://www.yelp.com/biz/bing-of-fire-seattle,,,,,Seattle,Downtown
http://www.yelp.com/biz/pho-saigon-seattle-2,,,,98104,Seattle,First Hill
http://www.yelp.com/biz/son-in-law-christmas-tree-farm-west-seattle,,,,98116,West Seattle,Alki
http://www.yelp.com/biz/all-city-coffee-seattle,,,,98108,Seattle,Georgetown
http://www.yelp.com/biz/bark-espresso-seattle,,,,98125,Seattle,Northgate
http://www.yelp.com/biz/c-and-p-coffee-company-seattle,,,,98136,Seattle,Fairmount Park
http://www.yelp.com/biz/caff%C3%A8-fior%C3%A8-seattle-8,,,,98117,Seattle,"Ballard, North Beach, Sunset Hill"
http://www.yelp.com/biz/fuel-seattle,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/gretchens-place-seattle,,,,98138,Seattle,Laurelhurst
http://www.yelp.com/biz/holy-grounds-coffee-house-seattle-2,,,,98117,Seattle,Crown Hill
http://www.yelp.com/biz/katys-corner-cafe-seattle,,,,98122,Seattle,Central District
http://www.yelp.com/biz/starbucks-seattle-287,,,,98136,Seattle,Gatewood
http://www.yelp.com/biz/starbucks-seattle-101,,,,98102,Seattle,Eastlake
http://www.yelp.com/biz/the-station-seattle-3,,,,98144,Seattle,Beacon Hill
http://www.yelp.com/biz/tin-umbrella-coffee-seattle,,,,98118,Seattle,Hillman City
http://www.yelp.com/biz/tougo-coffee-co-seattle-4,,,,98122,Seattle,Central District
http://www.yelp.com/biz/ventoux-roasters-seattle-3,,,,98105,Seattle,Ravenna
http://www.yelp.com/biz/volunteer-park-cafe-and-marketplace-seattle,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/kaffeeklatsch-seattle,,,,98125,Seattle,Olympic Hills
http://www.yelp.com/biz/mockingbird-books-and-finch-caf%C3%A9-seattle-2,,,,98115,Seattle,Greenlake
http://www.yelp.com/biz/the-seattle-grind-seattle,,,,98109,Seattle,Lower Queen Anne
http://www.yelp.com/biz/bird-on-a-wire-espresso-seattle-2,,,,98126,Seattle,Fauntleroy
http://www.yelp.com/biz/jewel-box-caf%C3%A9-seattle-4,,,,98125,Seattle,Mapleleaf
http://www.yelp.com/biz/kafe-berlin-seattle,,,,98104,Seattle,First Hill
http://www.yelp.com/biz/hotwire-online-coffeehouse-seattle-2,,,,98116,Seattle,Junction
http://www.yelp.com/biz/robertinos-italian-specialties-seattle,,,,98117,Seattle,"Ballard, Loyal Heights"
http://www.yelp.com/biz/cloud-city-coffee-seattle,,,,98115,Seattle,Mapleleaf
http://www.yelp.com/biz/dubsea-coffee-seattle,,,,98106,Seattle,White Center
http://www.yelp.com/biz/empire-espresso-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/pearls-tea-and-coffee-seattle,,,,98106,Seattle,Cottage Grove
http://www.yelp.com/biz/moondrop-coffee-and-tea-seattle,,,,98126,Seattle,Alki
http://www.yelp.com/biz/hectors-restaurant-kirkland,,,,98033,Kirkland,
http://www.yelp.com/biz/7-eleven-seattle-2,,,,98155,Seattle,Olympic Hills
http://www.yelp.com/biz/super-deli-and-grocery-seattle,,,,98126,Seattle,Fauntleroy
http://www.yelp.com/biz/karins-beauty-supplies-seattle-3,,,,98177,Seattle,Greenwood
http://www.yelp.com/biz/bongos-seattle,,,,98103,Seattle,Phinney Ridge
http://www.yelp.com/biz/tonys-bakery-and-deli-seattle-2,,,,98118,Seattle,"Hillman City, Beacon Hill"
http://www.yelp.com/biz/yellow-dot-cafe-seattle,,,,98109,Seattle,South Lake Union
http://www.yelp.com/biz/eastlake-specialty-market-and-deli-seattle,,,,98102,Seattle,"Eastlake, South Lake Union"
http://www.yelp.com/biz/fjallraven-seattle,,,,98101,Seattle,Downtown
http://www.yelp.com/biz/belle-epicurean-seattle-4,,,,98112,Seattle,
http://www.yelp.com/biz/sarduccis-specialty-subs-seattle,,,,98104,Seattle,First Hill
http://www.yelp.com/biz/9-lb-hammer-seattle,,,,98108,Seattle,Georgetown
http://www.yelp.com/biz/duchess-tavern-seattle,,,,98105,Seattle,Ravenna
http://www.yelp.com/biz/the-twilight-exit-seattle-2,,,,98122,Seattle,Central District
http://www.yelp.com/biz/tug-inn-seattle-2,,,,98106,Seattle,High Point
http://www.yelp.com/biz/summit-public-house-seattle,,,,98102,Seattle,Capitol Hill
http://www.yelp.com/biz/nw-prescriptions-and-medical-supplies-seattle,,,,98133,Seattle,Haller Lake
http://www.yelp.com/biz/walgreens-seattle-24,,,,98125,Seattle,Northgate
http://www.yelp.com/biz/bartell-drugs-seattle-7,,,,98125,Seattle,Olympic Hills
http://www.yelp.com/biz/altaye-ethiopian-restaurant-seattle,,,,98118,Seattle,Rainier Beach
http://www.yelp.com/biz/kaffa-coffee-and-wine-bar-seattle-2,,,,98118,Seattle,Rainier Beach
http://www.yelp.com/biz/nataworry-photography-seattle,,,,98117,Seattle,Olympic Manor
http://www.yelp.com/biz/columbia-city-farmers-market-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/sun-precautions-seattle,,,,98108,Seattle,Industrial District
http://www.yelp.com/biz/burger-boss-seattle,,,,98106,Seattle,Westwood
http://www.yelp.com/biz/dicks-drive-in-seattle-3,,,,98125,Seattle,
http://www.yelp.com/biz/fish-on-bait-and-tackle-shop-seattle,,,,98119,Seattle,Interbay
http://www.yelp.com/biz/evolution-revolution-seattle,,,,98125,Seattle,
http://www.yelp.com/biz/curb-jumper-street-eats-seattle,,,,98133,Seattle,Downtown
http://www.yelp.com/biz/papa-bois-seattle,,,,98109,Seattle,South Lake Union
http://www.yelp.com/biz/delicatessen-montanti-seattle-2,,,,98134,Seattle,Industrial District
http://www.yelp.com/biz/gusta-sandwiches-seattle,,,,98134,Seattle,SoDo
http://www.yelp.com/biz/que-tacos-seattle,,,,98105,Seattle,Ravenna
http://www.yelp.com/biz/red-cow-seattle,,,,98122,Seattle,Madrona
http://www.yelp.com/biz/9-million-in-unmarked-bills-seattle,,,,98103,Seattle,Fremont
http://www.yelp.com/biz/i-love-my-gff-seattle-3,,,,98109,Seattle,Queen Anne
http://www.yelp.com/biz/kokoras-greek-grill-seattle,,,,98136,Seattle,Gatewood
http://www.yelp.com/biz/vios-caf%C3%A9-seattle-2,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/cone-and-steiner-seattle,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/grocery-outlet-seattle-7,,,,98117,Seattle,Crown Hill
http://www.yelp.com/biz/safeway-seattle-12,,,,98118,Seattle,Beacon Hill
http://www.yelp.com/biz/safeway-seattle-21,,,,98125,Seattle,
http://www.yelp.com/biz/diggity-dog-seattle,,,,98103,Seattle,"Phinney Ridge, Greenwood"
http://www.yelp.com/biz/matts-famous-chili-dogs-seattle,,,,98108,Seattle,Georgetown
http://www.yelp.com/biz/shultzys-sausage-seattle,,,,98105,Seattle,University District
http://www.yelp.com/biz/aqua-quip-redmond,,,,98052,Redmond,
http://www.yelp.com/biz/shawn-o-donnells-american-grill-and-irish-pub-seattle,,,,98104,Seattle,Pioneer Square
http://www.yelp.com/biz/murphys-pub-seattle,,,,98103,Seattle,Wallingford
http://www.yelp.com/biz/bellini-italian-bistro-seattle-2,,,,98121,Seattle,Belltown
http://www.yelp.com/biz/la-medusa-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/piatti-seattle,,,,98105,Seattle,University District
http://www.yelp.com/biz/ristorante-picolinos-seattle,,,,98107,Seattle,"Ballard, Sunset Hill"
http://www.yelp.com/biz/lucianos-pizza-and-pasta-seattle-2,,,,98125,Seattle,
http://www.yelp.com/biz/thats-amore-italian-cafe-seattle,,,,98144,Seattle,Mount Baker
http://www.yelp.com/biz/white-center-pizza-and-spaghetti-house-seattle,,,,98146,Seattle,White Center
http://www.yelp.com/biz/teriyaki-time-seattle,,,,98125,Seattle,Olympic Hills
http://www.yelp.com/biz/toshis-teriyaki-seattle-2,,,,98106,Seattle,Roxhill
http://www.yelp.com/biz/jus-bar-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/macs-triangle-pub-seattle,,,,98106,Seattle,Westwood
http://www.yelp.com/biz/marination-ma-kai-seattle,,,,98126,Seattle,
http://www.yelp.com/biz/cafe-munir-seattle,,,,98117,Seattle,"Ballard, Loyal Heights"
http://www.yelp.com/biz/feedback-lounge-seattle-2,,,,98136,Seattle,Seaview
http://www.yelp.com/biz/the-bottleneck-lounge-seattle,,,,98138,Seattle,"Madison Valley, Capitol Hill"
http://www.yelp.com/biz/liberty-seattle,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/satay-seattle,,,,98103,Seattle,Wallingford
http://www.yelp.com/biz/sunset-gyro-renton,,,,98057,Renton,
http://www.yelp.com/biz/hummus-cafe-seattle,,,,98103,Seattle,"Phinney Ridge, Greenwood"
http://www.yelp.com/biz/burrito-loco-seattle,,,,98117,Seattle,Crown Hill
http://www.yelp.com/biz/cocina-esperanza-seattle,,,,98117,Seattle,"Ballard, Sunset Hill"
http://www.yelp.com/biz/fonda-la-catrina-seattle,,,,98108,Seattle,Georgetown
http://www.yelp.com/biz/joses-taqueria-seattle,,,,98125,Seattle,
http://www.yelp.com/biz/los-agaves-seattle,,,,98101,Seattle,Downtown
http://www.yelp.com/biz/milagro-cantina-kirkland,,,,98033,Kirkland,
http://www.yelp.com/biz/nanas-family-mexican-kitchen-and-cantina-seattle,,,,98109,Seattle,Queen Anne
http://www.yelp.com/biz/pecado-bueno-seattle-3,,,,98116,Seattle,Junction
http://www.yelp.com/biz/guadalupe-market-burien,,,,98146,Burien,Shorewood
http://www.yelp.com/biz/tacos-el-asadero-seattle-3,,,,98118,Seattle,Brighton
http://www.yelp.com/biz/lake-city-gyros-seattle,,,,98125,Seattle,
http://www.yelp.com/biz/mawadda-cafe-seattle,,,,98118,Seattle,Brighton
http://www.yelp.com/biz/kasbah-moroccan-restaurant-seattle,,,,98117,Seattle,"Phinney Ridge, Ballard"
http://www.yelp.com/biz/flying-squirrel-pizza-co-seattle-4,,,,98118,Seattle,Seward Park
http://www.yelp.com/biz/mamma-mia-pizzeria-seattle,,,,98105,Seattle,University District
http://www.yelp.com/biz/zeeks-pizza-seattle-6,,,,98136,Seattle,Seaview
http://www.yelp.com/biz/dominos-pizza-seattle,,,,98136,Seattle,Gatewood
http://www.yelp.com/biz/tuscan-stone-wood-fired-pizza-mercer-island,,,,98040,Mercer Island,
http://www.yelp.com/biz/the-independent-pizzeria-seattle-2,,,,98112,Seattle,Madison Park
http://www.yelp.com/biz/tutta-bella-neapolitan-pizzeria-columbia-city-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/olympia-pizza-and-pasta-seattle,,,,98106,Seattle,Cottage Grove
http://www.yelp.com/biz/barking-dog-alehouse-seattle,,,,98117,Seattle,Phinney Ridge
http://www.yelp.com/biz/beveridge-place-pub-seattle,,,,98136,Seattle,Seaview
http://www.yelp.com/biz/dog-and-pony-ale-house-renton,,,,98055,Renton,
http://www.yelp.com/biz/the-canterbury-ale-house-seattle-5,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/prost-west-seattle-seattle,,,,98116,Seattle,Admiral
http://www.yelp.com/biz/flatstick-pub-kirkland,,,,98033,Kirkland,
http://www.yelp.com/biz/watershed-pub-and-kitchen-seattle,,,,98125,Seattle,Mapleleaf
http://www.yelp.com/biz/highliner-public-house-seattle,,,,98119,Seattle,Interbay
http://www.yelp.com/biz/pelmeni-dumpling-tzar-seattle-2,,,,98103,Seattle,Fremont
http://www.yelp.com/biz/zoopa-organic-tukwila-2,,,,98188,Tukwila,
http://www.yelp.com/biz/the-essential-baking-company-seattle-3,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/scratch-deli-seattle,,,,98122,Seattle,Capitol Hill
http://www.yelp.com/biz/fresh-fish-company-seattle,,,,98117,Seattle,"Ballard, Loyal Heights"
http://www.yelp.com/biz/freshys-seafood-market-mercer-island,,,,98040,Mercer Island,
http://www.yelp.com/biz/five-hooks-fish-grill-seattle,,,,98109,Seattle,Queen Anne
http://www.yelp.com/biz/olde-99-pub-seattle,,,,98103,Seattle,Phinney Ridge
http://www.yelp.com/biz/kavu-seattle-3,,,,98107,Seattle,Ballard
http://www.yelp.com/biz/patagonia-seattle-2,,,,98121,Seattle,Belltown
http://www.yelp.com/biz/wabi-sabi-seattle,,,,98118,Seattle,Columbia City
http://www.yelp.com/biz/yumbit-seattle,,,,98105,Seattle,University District
http://www.yelp.com/biz/chaiyo-thai-cuisine-seattle-2,,,,98125,Seattle,Pinehurst
http://www.yelp.com/biz/isarn-thai-soul-kitchen-kirkland,,,,98033,Kirkland,
http://www.yelp.com/biz/thai-fusion-bistro-seattle,,,,98125,Seattle,Mapleleaf
http://www.yelp.com/biz/thai-one-on-seattle,,,,98125,Seattle,
http://www.yelp.com/biz/the-patio-fine-thai-cuisine-seattle-2,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/vatsana-thai-restaurant-seattle,,,,98106,Seattle,Roxhill
http://www.yelp.com/biz/little-uncle-seattle,,,,98122,Seattle,"Central District, Capitol Hill"
http://www.yelp.com/biz/thai-u-up-seattle-3,,,,98126,Seattle,White Center
http://www.yelp.com/biz/the-thaitan-restaurant-seattle,,,,98136,Seattle,Fairmount Park
http://www.yelp.com/biz/juicebox-seattle-2,,,,98122,Seattle,Capitol Hill
http://www.yelp.com/biz/pho-binh-seattle,,,,98125,Seattle,
http://www.yelp.com/biz/pho-thien-phu-seattle,,,,98144,Seattle,Central District
http://www.yelp.com/biz/monsoon-restaurant-seattle,,,,98112,Seattle,Capitol Hill
http://www.yelp.com/biz/pho-aroma-seattle-2,,,,98106,Seattle,Cottage Grove
http://www.yelp.com/biz/poco-wine-spirits-seattle,,,,98122,Seattle,Capitol Hill
http://www.yelp.com/biz/portalis-wine-shop-seattle,,,,98117,Seattle,"Phinney Ridge, Ballard"
http://www.yelp.com/biz/bottlehouse-seattle,,,,98122,Seattle,Madrona
